city,price,location,beds,baths,size,title,price_pkr,size_marla,neighbourhood,area,price_per_marla
lahore,2.1 Crore,"Bahria Orchard Phase 2, Bahria Orchard",5.0,4.0,8 Marla,Low Budget 8 Marla Used House Available For Sale In Bahria Orchard Phase 2,21000000.0,8.0,Bahria Orchard Phase 2,Bahria Orchard,2625000.0
lahore,1.7 Crore,"Bahria Nasheman, Lahore",3.0,3.0,5 Marla,5 Marla Ultra Modern Design House Available For Sale At The Hot Location of Bahria Nasheman Lahore,17000000.0,5.0,Bahria Nasheman,Lahore,3400000.0
lahore,2.95 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",5.0,6.0,10 Marla,"10 Marla Residential House For Sale In Gulbahar Block , Nearby Commercial Market, School, Mosque and Health Care Canter",29500000.0,10.0,Bahria Town - Gulbahar Block,Bahria Town - Sector C,2950000.0
lahore,7.25 Crore,"DHA Phase 7 - Block S, DHA Phase 7",5.0,5.0,1 Kanal,1 Kanal Top Of Line Mazhar Munir Design Brand New Modern Bungalow For Sale Top Location Near To Park,72500000.0,20.0,DHA Phase 7 - Block S,DHA Phase 7,3625000.0
lahore,8.1 Crore,"DHA Phase 6, DHA Defence",5.0,6.0,1 Kanal,Brand New 20-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,81000000.0,20.0,DHA Phase 6,DHA Defence,4050000.0
lahore,2.25 Crore,"DHA 9 Town, DHA Defence",3.0,4.0,5 Marla,INVESTOR PRICE 5 MARLA MODERN HOUSE PRIME LOCATION NEAR TO PARK FOR SALE,22500000.0,5.0,DHA 9 Town,DHA Defence,4500000.0
lahore,9.6 Crore,"Askari 10 - Sector F, Askari 10",5.0,6.0,17 Marla,17 Marla Brig House For Sale In Askari 10 Lahore,96000000.0,17.0,Askari 10 - Sector F,Askari 10,5647058.82
lahore,3 Crore,"Askari 11 - Sector A, Askari 11",3.0,4.0,11.9 Marla,"Luxury Apartment in Askari 11, Marcopolo Tower",30000000.0,11.9,Askari 11 - Sector A,Askari 11,2521008.4
lahore,1.1 Crore,"Al-Kabir Town - Phase 2, Al-Kabir Town",3.0,4.0,2.5 Marla,2.5 Marla House In Central Al-Kabir Town - Phase 2 For sale,11000000.0,2.5,Al-Kabir Town - Phase 2,Al-Kabir Town,4400000.0
lahore,9 Crore,"Valencia Housing Society, Lahore",6.0,6.0,1 Kanal,1 Kanal Brand New Modern Design House For sale,90000000.0,20.0,Valencia Housing Society,Lahore,4500000.0
lahore,2.3 Crore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3.0,4.0,5 Marla,5 Marla Brand New Super Luxury Ultra Modern Design House For Sale In DHA Rahbar,23000000.0,5.0,DHA 11 Rahbar Phase 2,DHA 11 Rahbar,4600000.0
lahore,1.95 Crore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",3.0,4.0,5 Marla,5 Marla Brand New Super Luxury Ultra Modern Design House For Sale In DHA Rahbar,19500000.0,5.0,DHA 11 Rahbar Phase 2,DHA 11 Rahbar,3900000.0
lahore,2.45 Crore,"DHA 9 Town - Block A, DHA 9 Town",3.0,4.0,5 Marla,Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,24500000.0,5.0,DHA 9 Town - Block A,DHA 9 Town,4900000.0
lahore,11.75 Crore,"EME Society, Lahore",5.0,6.0,1 Kanal,1 Kanal Brand New Super Luxury Ultra Modern Designer House For Sale In Eme Society,117500000.0,20.0,EME Society,Lahore,5875000.0
lahore,6.89 Crore,"DHA Phase 7 - Block R, DHA Phase 7",5.0,6.0,1 Kanal,1 Kanal House Eye Catching Bungalow With Basement Available For Sale In DHA Phase 7,68900000.0,20.0,DHA Phase 7 - Block R,DHA Phase 7,3445000.0
lahore,9.1 Crore,"DHA Phase 6 - Block L, DHA Phase 6",5.0,6.0,1 Kanal,1 Kanal Luxury Ultra-Spanish Design Most Beautiful With Basement Fully Furnished Bungalow For Sale At Prime Location Of DHA Phase 6 70FT Road Lahore,91000000.0,20.0,DHA Phase 6 - Block L,DHA Phase 6,4550000.0
lahore,6.15 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",5.0,6.0,1 Kanal,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,61500000.0,20.0,DHA Phase 7 - Block Y,DHA Phase 7,3075000.0
lahore,6.8 Crore,"DHA Phase 5 - Block L, DHA Phase 5",5.0,6.0,10 Marla,Ten (10) Marla Modern Designer House with Full Basement for Sale in DHA Phase 5 Block L Lahore,68000000.0,10.0,DHA Phase 5 - Block L,DHA Phase 5,6800000.0
lahore,8.9 Crore,"DHA Phase 6, DHA Defence",6.0,7.0,1 Kanal,ONE KANAL DESIGNER BUNGALOW FOR SALE NEAR DOLMEN MALL DHA LAHORE,89000000.0,20.0,DHA Phase 6,DHA Defence,4450000.0
lahore,7.5 Crore,"DHA Phase 7, DHA Defence",5.0,6.0,1 Kanal,1 KANAL MODERN STYLISH HOUSE FOR SALE AT DHA PHASE 7,75000000.0,20.0,DHA Phase 7,DHA Defence,3750000.0
lahore,1.3 Crore,"Defence View Apartments, Shanghai Road",1.0,1.0,2.9 Marla,1 Bed Fully Furnished Apartment In Defence View Apartments DHA Phase 4 | Prime Family,13000000.0,2.9,Defence View Apartments,Shanghai Road,4482758.62
lahore,4.8 Crore,"DHA Phase 7, DHA Defence",4.0,5.0,10 Marla,10 Marla Brand New Ultra Modern Luxury House For Sale In DHA Phase 7,48000000.0,10.0,DHA Phase 7,DHA Defence,4800000.0
lahore,38.92 Lakh,"Bahria Orchard Phase 4, Bahria Orchard",4.0,1.0,1.2 Marla,Studio Apartment Two Years Installment,3892000.0,1.2,Bahria Orchard Phase 4,Bahria Orchard,3243333.33
lahore,88 Lakh,"Indigo Boutique Apartments, Gulberg",1.0,1.0,2.2 Marla,Full Furnished 1 Bed Luxury Apartment For Sale In Gulberg,8800000.0,2.2,Indigo Boutique Apartments,Gulberg,4000000.0
lahore,20 Crore,"Model Town, Lahore",8.0,7.0,1 Kanal,Brand New 1 Kanal House For Sale Near Main Road In Model Town Lahore,200000000.0,20.0,Model Town,Lahore,10000000.0
lahore,1.55 Crore,"Ali Park, Cantt",3.0,3.0,3 Marla,Brand New 3 Bed 3 Bath Double Storey House For Sale in Ali Park Street Size 30 Feet,15500000.0,3.0,Ali Park,Cantt,5166666.67
lahore,10 Crore,"Bedian Road, Lahore",2.0,3.0,8 Kanal,Farm House For sale Situated In Bedian Road,100000000.0,160.0,Bedian Road,Lahore,625000.0
lahore,21 Crore,"DHA Phase 6 - Block L, DHA Phase 6",5.0,6.0,2 Kanal,2 Kanal Like Brand New Modern Design Bungalow For Sale Top Location Phase 6 Near Defence Raya,210000000.0,40.0,DHA Phase 6 - Block L,DHA Phase 6,5250000.0
lahore,16.5 Crore,"Defence Raya, DHA Defence",5.0,6.0,1 Kanal,01 Kanal Luxury Golf Course Facing Villa For Sale Attractive Price,165000000.0,20.0,Defence Raya,DHA Defence,8250000.0
lahore,1.3 Crore,"Al-Kabir Town - Phase 2, Al-Kabir Town",3.0,4.0,3 Marla,Ready To Buy A House 3 Marla In Al-Kabir Town - Phase 2,13000000.0,3.0,Al-Kabir Town - Phase 2,Al-Kabir Town,4333333.33
lahore,3.15 Crore,"Bismillah Housing Scheme, GT Road",5.0,6.0,8 Marla,8 Marla House For Sale,31500000.0,8.0,Bismillah Housing Scheme,GT Road,3937500.0
lahore,3.35 Crore,"Khayaban-e-Amin, Lahore",3.0,4.0,10 Marla,Near Park Beautiful House,33500000.0,10.0,Khayaban-e-Amin,Lahore,3350000.0
lahore,1.3 Crore,"Central Park Housing Scheme, Lahore",3.0,4.0,3.5 Marla,C BLOCK 3.5 Marla Modern Luxury House For Sale In Central Park Housing Scheme Lahore,13000000.0,3.5,Central Park Housing Scheme,Lahore,3714285.71
lahore,2.1 Crore,"DHA 9 Town - Block A, DHA 9 Town",3.0,4.0,5 Marla,Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,21000000.0,5.0,DHA 9 Town - Block A,DHA 9 Town,4200000.0
lahore,6.85 Crore,"DHA Phase 7 - Block Q, DHA Phase 7",5.0,6.0,1 Kanal,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,68500000.0,20.0,DHA Phase 7 - Block Q,DHA Phase 7,3425000.0
lahore,7.25 Crore,"DHA Phase 7 - Block W, DHA Phase 7",5.0,6.0,1 Kanal,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,72500000.0,20.0,DHA Phase 7 - Block W,DHA Phase 7,3625000.0
lahore,5.95 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",5.0,6.0,1 Kanal,1 Kanal Luxury Bungalow For Sale At Super Hot Location Near To Park,59500000.0,20.0,DHA Phase 7 - Block Y,DHA Phase 7,2975000.0
lahore,8.65 Crore,"DHA Phase 6 - Block J, DHA Phase 6",6.0,7.0,1 Kanal,1 Kanal Most Luxury Fully Furnished Full Basement Bungalow For Sale In DHA Phase 6 Lahore,86500000.0,20.0,DHA Phase 6 - Block J,DHA Phase 6,4325000.0
lahore,10.55 Crore,"DHA Phase 6, DHA Defence",5.0,6.0,1 Kanal,1 Kanal Beautiful Fully Furnished Modern Design Bungalow For Sale At Prime Location Of DHA Near DHA Raya,105500000.0,20.0,DHA Phase 6,DHA Defence,5275000.0
lahore,4 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",4.0,5.0,10 Marla,Exclusive 10 Marla Double Unit House For Sale In DHA Phase 7,40000000.0,10.0,DHA Phase 7 - Block Y,DHA Phase 7,4000000.0
lahore,4.95 Crore,"DHA Phase 5, DHA Defence",4.0,5.0,10 Marla,Discover The Charm Of This 10 Marla Brand New Modern Home For Sale,49500000.0,10.0,DHA Phase 5,DHA Defence,4950000.0
lahore,5 Crore,"DHA Phase 6 - Block D, DHA Phase 6",5.0,6.0,10 Marla,Near to Dollman Mall 10 Marla Corner Owner Build 5 Bedrooms House for Sale at Prime Location,50000000.0,10.0,DHA Phase 6 - Block D,DHA Phase 6,5000000.0
lahore,2.2 Crore,"DHA 9 Town, DHA Defence",3.0,4.0,5 Marla,5 Marla Ultra Modern Luxury House For Sale | DHA Phase 9 Town,22000000.0,5.0,DHA 9 Town,DHA Defence,4400000.0
lahore,24 Crore,"DHA Phase 6, DHA Defence",6.0,6.0,1 Kanal,1- Kanal Fully Basement Luxury House Available For Sale Near Park Mosque. Dolmen Mall,240000000.0,20.0,DHA Phase 6,DHA Defence,12000000.0
lahore,51.9 Crore,"DHA Phase 6, DHA Defence",7.0,7.0,2 Kanal,"Exquisite 2 Kanal Faisal Rasul Signature Design Bungalow In Phase 6 With Full Basement, Pool, And Home Theater Near Raya Fairways For Sale",519000000.0,40.0,DHA Phase 6,DHA Defence,12975000.0
lahore,3.9 Crore,"Central Park - Block G, Central Park Housing Scheme",6.0,6.0,10 Marla,10 Marla Beautiful Designer'S House For Sale In Central Park Lahore,39000000.0,10.0,Central Park - Block G,Central Park Housing Scheme,3900000.0
