city,price,location,beds,baths,size,title,price_pkr,size_marla,neighbourhood,area,price_per_marla
karachi,4.3 Crore,"Askari 5 - Sector J, Askari 5",3.0,4.0,300 Sq. Yd.,Brand New Semi-Furnished 3-Bedroom Apartment For Sale,43000000.0,11.86,Askari 5 - Sector J,Askari 5,3625632.38
karachi,3.8 Crore,"Askari 6, Malir Cantonment",4.0,4.0,333 Sq. Yd.,Brand New Semi-Furnished 4-Bedroom Apartment,38000000.0,13.17,Askari 6,Malir Cantonment,2885345.48
karachi,4.1 Crore,"Askari 5 - Sector J, Askari 5",3.0,3.0,276 Sq. Yd.,Brand New-Semi Furnished 3 Bedroom Apartment,41000000.0,10.91,Askari 5 - Sector J,Askari 5,3758020.16
karachi,24 Crore,"DHA Phase 8, DHA Defence",5.0,6.0,500 Sq. Yd.,Dha Phase 8 500 Sq Yard Brand New Bungalow 1+1+3 Bedroom With Basement Swimming Pool Full Furnished House Top Of The Line House Away From Sea,240000000.0,19.77,DHA Phase 8,DHA Defence,12139605.46
karachi,70 Crore,"DHA Phase 8, DHA Defence",4.0,5.0,"1,000 Sq. Yd.","Experience Unparalleled Luxury In This Stunning, Brand-New Semi-Furnished House In DHA Phase 8, Karachi, Boasting 1000 Yards 90x100 Of Opulent Living Space With 2+4 Spacious Bedrooms, Stylish Basement, Private Pool, Courtyard, Home Theatre, Private Lift,",700000000.0,39.54,DHA Phase 8,DHA Defence,17703591.3
karachi,2.13 Crore,"Falaknaz Harmony, Karachi",3.0,4.0,189 Sq. Yd.,3 Bed DD Flat For Sale,21300000.0,7.47,Falaknaz Harmony,Karachi,2851405.62
karachi,7.4 Crore,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6.0,6.0,300 Sq. Yd.,300 SQ YARDS GROUND +ONE HOUSE FOR SALE,74000000.0,11.86,Gulistan-e-Jauhar - Block 15,Gulistan-e-Jauhar,6239460.37
karachi,2.25 Crore,"Chapal Courtyard, Karachi",3.0,3.0,172 Sq. Yd.,"Leased Flat For Sale In Chapal Courtyard , Scheme 33.",22500000.0,6.8,Chapal Courtyard,Karachi,3308823.53
karachi,2.4 Crore,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",3.0,3.0,183 Sq. Yd.,1650 Square Feet Flat For sale Is Available In Gulistan-e-Jauhar - Block 11,24000000.0,7.24,Gulistan-e-Jauhar - Block 11,Gulistan-e-Jauhar,3314917.13
karachi,1.28 Crore,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235 Sq. Yd.,235sq Yd Villas At Precinct-31 Close To Gallery And Mosque Are Available FOR SALE,12800000.0,9.29,Bahria Town - Precinct 31,Bahria Town Karachi,1377825.62
karachi,4.1 Crore,"Askari 6, Malir Cantonment",4.0,4.0,333 Sq. Yd.,Affordable Prime Location Flat Of 3000 Square Feet Is Available For sale,41000000.0,13.17,Askari 6,Malir Cantonment,3113135.91
karachi,6.2 Crore,"Askari 6, Malir Cantonment",5.0,5.0,300 Sq. Yd.,Prime Location 375 Square Yards House For Sale In Askari 6,62000000.0,11.86,Askari 6,Malir Cantonment,5227655.99
karachi,7.5 Crore,"DHA Phase 1, DHA Defence",4.0,4.0,300 Sq. Yd.,A Stunning House Is Up For Grabs In DHA Phase 1 Karachi,75000000.0,11.86,DHA Phase 1,DHA Defence,6323777.4
karachi,2.3 Crore,"Clifton - Block 3, Clifton",2.0,3.0,139 Sq. Yd.,"2 Bed Apartment for Sale in Marine Arcade, Clifton Block 3",23000000.0,5.5,Clifton - Block 3,Clifton,4181818.18
karachi,2.65 Crore,"Al Minal Tower, Gulistan-e-Jauhar - Block 3",3.0,3.0,189 Sq. Yd.,Luxurious 1700+ sq ft | 3 Bed Drawing Dining Lower Floor 3 side Corner Location Apartment | Lease property |,26500000.0,7.47,Al Minal Tower,Gulistan-e-Jauhar - Block 3,3547523.43
karachi,6.5 Crore,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",9.0,7.0,240 Sq. Yd.,240 Sq Yd Ground + 2 House Ground Floor: 3 Bed DD | First Floor: 3 Bed DD | 2nd Floor: 3 Bed + Lounge for Sale - Block 15 Gulistan-e-Jauhar | Ballot transfer |,65000000.0,9.49,Gulistan-e-Jauhar - Block 15,Gulistan-e-Jauhar,6849315.07
karachi,1.75 Crore,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",2.0,2.0,133 Sq. Yd.,1st Floor | 2 Bed Drawing Dining Apartment For Sale In Kings Palm Residency Leased File,17500000.0,5.26,Gulistan-e-Jauhar - Block 3-A,Gulistan-e-Jauhar,3326996.2
karachi,6.5 Crore,"DHA Phase 1, DHA Defence",2.0,3.0,300 Sq. Yd.,300 Yards Corner Bungalow for Sale DHA Phase 1,65000000.0,11.86,DHA Phase 1,DHA Defence,5480607.08
karachi,22.5 Crore,"DHA Phase 8, DHA Defence",6.0,6.0,500 Sq. Yd.,500 Sq Yards Luxury Bungalow for Sale in DHA Phase 8 Karachi Near Golf Course,225000000.0,19.77,DHA Phase 8,DHA Defence,11380880.12
karachi,2.3 Crore,"Bahria Town - Precinct 16, Bahria Town Karachi",5.0,5.0,250 Sq. Yd.,"272sq yd 4 & 5 Bedrooms Luxury Villa FOR SALE. Adjacent to Jinnah Avenue, Easy access to Entrance facing GRAND MOSQUE. All facilities nearby and utilities present.",23000000.0,9.88,Bahria Town - Precinct 16,Bahria Town Karachi,2327935.22
karachi,5.35 Crore,"Bahria Hills, Bahria Town Karachi",5.0,5.0,500 Sq. Yd.,"5 Bedroom Luxury Villa At Prime Location In Bahria Town Karachi, 2km From Main Gate, Near Commercial, Gallery And IMTIAZ Mega Store",53500000.0,19.77,Bahria Hills,Bahria Town Karachi,2706120.38
karachi,1.32 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3.0,3.0,125 Sq. Yd.,"3Bed DDL 125sq yd Villa FOR SALE at ALI BLOCK All amenities nearby including MOSQUE, General Store & Parks",13200000.0,4.94,Bahria Town - Ali Block,Bahria Town - Precinct 12,2672064.78
karachi,1.68 Crore,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200 Sq. Yd.,"200sq yd Villa For Sale Precinct-10A near MOSQUE, Bahria Town Karachi. One Unit | 3 Bedrooms | Drawing, Dining, Closed Italian Kitchen & TV Lounge. All Amenities Nearby Including Parks, Mosques & Shopping Gallery. Just 8 Min Drive from Main Gate.",16800000.0,7.91,Bahria Town - Precinct 10-A,Bahria Town Karachi,2123893.81
karachi,2.1 Crore,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3.0,3.0,200 Sq. Yd.,Quaid Villas 200sq yd Close to Entrance of BTK 3Bed One Unit Villas FOR SALE,21000000.0,7.91,Bahria Town - Quaid Villas,Bahria Town - Precinct 2,2654867.26
karachi,1.65 Crore,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,200 Sq. Yd.,3 Bed DDL 200sq Yard Villa FOR SALE. Top Heighted Location Near. Murree Point BTK (Hill View),16500000.0,7.91,Bahria Town - Precinct 11-A,Bahria Town - Precinct 11,2085967.13
karachi,8.8 Crore,"Creek Vista, DHA Phase 8",3.0,4.0,356 Sq. Yd.,Apartment For Sale 3 BED In Creek vista,88000000.0,14.08,Creek Vista,DHA Phase 8,6250000.0
karachi,23.5 Crore,"DHA Phase 5, DHA Defence",4.0,5.0,"1,000 Sq. Yd.",Bungalow for Sale 1000 Square yards in DHA phase 5,235000000.0,39.54,DHA Phase 5,DHA Defence,5943348.51
karachi,2 Arab,"DHA Phase 8 - Zone A, DHA Phase 8",4.0,5.0,"4,000 Sq. Yd.",Brand New Bungalow For Sale 4000 Square Yards In DHA Phase 8 Zone A,2000000000.0,158.15,DHA Phase 8 - Zone A,DHA Phase 8,12646221.94
karachi,1.5 Crore,"Bahria Sports City, Bahria Town Karachi",4.0,4.0,350 Sq. Yd.,350 Square Yards Villa Available For Sale in Precinct 35 Sports City Villa BAHRIA TOWN KARACHI,15000000.0,13.84,Bahria Sports City,Bahria Town Karachi,1083815.03
karachi,1.6 Crore,"DHA Phase 2 Extension, DHA Defence",2.0,2.0,111 Sq. Yd.,"Change Your Address To DHA Phase 2 Extension, Karachi For A Reasonable Price Of Rs. 16000000",16000000.0,4.39,DHA Phase 2 Extension,DHA Defence,3644646.92
karachi,6 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6.0,6.0,270 Sq. Yd.,Block 7 Corner House For Sale,60000000.0,10.67,Gulistan-e-Jauhar - Block 7,Gulistan-e-Jauhar,5623242.74
karachi,4.75 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6.0,6.0,240 Sq. Yd.,Gulistan E Jauhar House For Sale,47500000.0,9.49,Gulistan-e-Jauhar - Block 7,Gulistan-e-Jauhar,5005268.7
karachi,4.95 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6.0,6.0,240 Sq. Yd.,House For Sale Like Brand New,49500000.0,9.49,Gulistan-e-Jauhar - Block 7,Gulistan-e-Jauhar,5216016.86
karachi,9.5 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",7.0,7.0,400 Sq. Yd.,400 Yds Corner Block 6 Gulshan E Iqbal Double Storey Bungalow,95000000.0,15.81,Gulshan-e-Iqbal - Block 6,Gulshan-e-Iqbal,6008855.15
karachi,80 Lakh,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",2.0,2.0,122 Sq. Yd.,Prime Location 1100 Square Feet Flat In Beautiful Location Of Gulistan-e-Jauhar,8000000.0,4.82,Gulistan-e-Jauhar - Block 7,Gulistan-e-Jauhar,1659751.04
karachi,5.75 Crore,"Askari 6, Malir Cantonment",4.0,4.0,266 Sq. Yd.,Looking For A Prime Location House In Askari 6,57500000.0,10.52,Askari 6,Malir Cantonment,5465779.47
karachi,7.3 Crore,"Askari 6, Malir Cantonment",5.0,6.0,375 Sq. Yd.,Brand New Home In Askari 6,73000000.0,14.83,Askari 6,Malir Cantonment,4922454.48
karachi,2 Crore,"Gulistan-e-Jauhar - Block 10, Gulistan-e-Jauhar",3.0,3.0,189 Sq. Yd.,1700 Sq Ft | West Open | Corner | 7th Floor | 3Bed Drawing Dining Apartment For Sale In Alpine Plaza | Builder transfer |,20000000.0,7.47,Gulistan-e-Jauhar - Block 10,Gulistan-e-Jauhar,2677376.17
karachi,1.45 Crore,"Model Colony - Malir, Malir",3.0,3.0,145 Sq. Yd.,3 bed DD Flat for sale model colony main road facing,14500000.0,5.73,Model Colony - Malir,Malir,2530541.01
karachi,2.3 Crore,"Moinabad, Malir",8.0,7.0,150 Sq. Yd.,House available for sale moinabad bostan e raza,23000000.0,5.93,Moinabad,Malir,3878583.47
karachi,1.75 Crore,"Model Colony - Malir, Malir",6.0,6.0,80 Sq. Yd.,House For Sale Ground Plus 2 Model Colony,17500000.0,3.16,Model Colony - Malir,Malir,5537974.68
karachi,6.25 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",6.0,5.0,240 Sq. Yd.,240yrds Ground Plus One House For Sale In Gulshan Block 13d,62500000.0,9.49,Gulshan-e-Iqbal - Block 13/D,Gulshan-e-Iqbal,6585879.87
karachi,1.15 Crore,"Bahria Town - Precinct 15, Bahria Town Karachi",3.0,3.0,125 Sq. Yd.,"125sq yard VILLA FOR SALE, in Precinct-15 opposite to ALI BLOCK. A-PLUS Construction. 3 Bedrooms, Drawing, Dining, TV Lounge & American Kitchen. 10 min Drive from Main Gate of Bahria Town Karachi.",11500000.0,4.94,Bahria Town - Precinct 15,Bahria Town Karachi,2327935.22
karachi,4 Crore,"Bahria Town - Precinct 4, Bahria Town Karachi",6.0,6.0,500 Sq. Yd.,500sq Yd Luxury Villa FOR SALE. 2km From Entrance Of BTK. 6 Bed DDL 2 Kitchens,40000000.0,19.77,Bahria Town - Precinct 4,Bahria Town Karachi,2023267.58
karachi,2.4 Crore,"Bahria Town - Precinct 6, Bahria Town Karachi",5.0,5.0,250 Sq. Yd.,"Ready To Move 272sq Yd 5Bedroom DDL Luxury Villa FOR SALE. Only 3km From Main Entrance Of BTK. Near MIDWAY Commercial, Parks, Masjid And Gallery.",24000000.0,9.88,Bahria Town - Precinct 6,Bahria Town Karachi,2429149.8
karachi,1.05 Crore,"DHA Phase 2 Extension, DHA Defence",2.0,2.0,106 Sq. Yd.,"Apartment For Sale 2nd Floor, 22nd Commercial Street, DHA Phase 2 Extension",10500000.0,4.19,DHA Phase 2 Extension,DHA Defence,2505966.59
karachi,1.7 Crore,"Bahria Sports City, Bahria Town Karachi",4.0,4.0,350 Sq. Yd.,350 Square Yard 4 Bed DD Lounge Sports Villas With 100 Square Yard Back Yard LAWN At LOWEST RATE Of MARKET,17000000.0,13.84,Bahria Sports City,Bahria Town Karachi,1228323.7
karachi,11.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",11.0,7.0,240 Sq. Yd.,Brand New 240 Yards 11 Bedrooms Ground Plus 2 House For Sale On 1 Year Booking Plan,115000000.0,9.49,Gulshan-e-Iqbal - Block 5,Gulshan-e-Iqbal,12118018.97
karachi,6.9 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,240yrds Corner West Ground Plus One House For Sale In Gulshan Block 5,69000000.0,9.49,Gulshan-e-Iqbal - Block 5,Gulshan-e-Iqbal,7270811.38
karachi,2.8 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,Brand New Corner West 3 Bed DD Flat For Sale In Gulshan Block 4,28000000.0,6.6,Gulshan-e-Iqbal - Block 4,Gulshan-e-Iqbal,4242424.24
karachi,3.25 Crore,"HMR Waterfront, DHA Phase 8",1.0,2.0,100 Sq. Yd.,Own a 1-Bedroom Apartment in Gold Crest Tower 2 | Private Pool | Just 10% Down,32500000.0,3.95,HMR Waterfront,DHA Phase 8,8227848.1
karachi,3.8 Crore,"HMR Waterfront, DHA Phase 8",1.0,1.0,100 Sq. Yd.,Nikken Sekkei Tower Luxury 1-Bedroom | 5-Year Easy Payment Plan | Only 10% Down Payment,38000000.0,3.95,HMR Waterfront,DHA Phase 8,9620253.16
karachi,11.9 Crore,"HMR Waterfront, DHA Phase 8",3.0,4.0,300 Sq. Yd.,Experience Grand Living at Nikken Sekkei Tower | Luxury 3-Bedroom Apartment | 5-Year Flexible Plan | Only 10% Down,119000000.0,11.86,HMR Waterfront,DHA Phase 8,10033726.81
karachi,15.49 Crore,"Emaar Panorama, DHA Phase 8",3.0,3.0,342 Sq. Yd.,A Flat Of 3075 Square Feet In Karachi,154900000.0,13.52,Emaar Panorama,DHA Phase 8,11457100.59
karachi,10.66 Crore,"HMR Waterfront, DHA Phase 8",3.0,3.0,296 Sq. Yd.,Ultra-Spacious 3 Bed Luxury Apartment On Easy Installments 2666 Sqft,106600000.0,11.7,HMR Waterfront,DHA Phase 8,9111111.11
karachi,2.8 Crore,"Saima Luxury Homes, Karachi",6.0,6.0,160 Sq. Yd.,Spacious 160 Square Yards Ground + 1 House In Saima Luxury Homes,28000000.0,6.33,Saima Luxury Homes,Karachi,4423380.73
karachi,1.55 Crore,"Saima Residencia, Scheme 33 - Sector 34-A",2.0,2.0,122 Sq. Yd.,Saima Residencia 2 bed dd for Sale,15500000.0,4.82,Saima Residencia,Scheme 33 - Sector 34-A,3215767.63
karachi,2.3 Crore,"Pink Residency, Gulistan-e-Jauhar - Block 8-A",4.0,5.0,120 Sq. Yd.,120 sq yards House for Sale,23000000.0,4.74,Pink Residency,Gulistan-e-Jauhar - Block 8-A,4852320.68
karachi,1.02 Crore,"Ocean Gardens, Scheme 33 - Sector 44",2.0,2.0,770 Sq. Yd.,Ideal Flat Is Available For Sale In Karachi,10200000.0,30.44,Ocean Gardens,Scheme 33 - Sector 44,335085.41
karachi,3.4 Crore,"Garden East, Jamshed Town",2.0,2.0,122 Sq. Yd.,Prime Location 1100 Square Feet Flat In Garden East For Sale,34000000.0,4.82,Garden East,Jamshed Town,7053941.91
karachi,7.25 Crore,"Askari 6, Malir Cantonment",5.0,5.0,375 Sq. Yd.,Become Owner Of Your Prime Location House Today Which Is Centrally Located In Askari 6 In Karachi,72500000.0,14.83,Askari 6,Malir Cantonment,4888739.04
karachi,6.2 Crore,"Askari 6, Malir Cantonment",5.0,5.0,300 Sq. Yd.,Prime Location 300 Square Yards House In Cantt For sale At Good Location,62000000.0,11.86,Askari 6,Malir Cantonment,5227655.99
karachi,5.75 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,240 Yards Single Storey Old House For Sale In Gulshan Block 5,57500000.0,9.49,Gulshan-e-Iqbal - Block 5,Gulshan-e-Iqbal,6059009.48
karachi,3.5 Crore,"DHA Phase 8, DHA Defence",1.0,1.0,101 Sq. Yd.,Aesthetic Flat Of 1588 Square Feet For sale Is Available,35000000.0,3.99,DHA Phase 8,DHA Defence,8771929.82
karachi,1.43 Crore,"Saima Villas, Karachi Motorway",3.0,3.0,160 Sq. Yd.,160 Sq. Yards Ground Floor 3 Bed DD House | Separate Stair from Car Porch,14300000.0,6.33,Saima Villas,Karachi Motorway,2259083.73
karachi,1.35 Crore,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235 Sq. Yd.,235sq Yd Villas At Precinct-31 Close To Gallery And Mosque Are Available FOR SALE,13500000.0,9.29,Bahria Town - Precinct 31,Bahria Town Karachi,1453175.46
karachi,2.9 Crore,"Bahria Town - Precinct 8, Bahria Town Karachi",5.0,5.0,250 Sq. Yd.,"Ready To Move 250 Square Yard 4 & 5 Bedroom DDL Luxury Villa FOR SALE Only 4 Km From Main Entrance Of BTK Near GRAND MOSQUE, A-Plus Quality Construction",29000000.0,9.88,Bahria Town - Precinct 8,Bahria Town Karachi,2935222.67
karachi,7.5 Crore,"Gulshan-e-Iqbal - Block 13, Gulshan-e-Iqbal",3.0,3.0,400 Sq. Yd.,400 Yrds Single Storey House For Sale In Gulshan Block 13,75000000.0,15.81,Gulshan-e-Iqbal - Block 13,Gulshan-e-Iqbal,4743833.02
karachi,24 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",4.0,5.0,"1,500 Sq. Yd.",1500yrds Ground Plus One House For Sale In Gulshan Block 7,240000000.0,59.31,Gulshan-e-Iqbal - Block 7,Gulshan-e-Iqbal,4046535.15
karachi,10 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",8.0,6.0,400 Sq. Yd.,Luxury 400 Yards Ground Plus Two House For Sale In Gulshan Block 13d1,100000000.0,15.81,Gulshan-e-Iqbal - Block 13/D-1,Gulshan-e-Iqbal,6325110.69
karachi,7.5 Crore,"Gulshan-e-Iqbal - Block 13, Gulshan-e-Iqbal",3.0,3.0,400 Sq. Yd.,400 yards Single Storey House For Sale In Gulshan Block 13,75000000.0,15.81,Gulshan-e-Iqbal - Block 13,Gulshan-e-Iqbal,4743833.02
karachi,1.12 Crore,"Nazimabad, Karachi",2.0,2.0,111 Sq. Yd.,2 BED DD Booking Available At Flexible Payment Plan,11200000.000000002,4.39,Nazimabad,Karachi,2551252.85
karachi,2.25 Crore,"Amil Colony, Karachi",2.0,2.0,129 Sq. Yd.,FLAT BOOKING 2/3/4 BED DD,22500000.0,5.1,Amil Colony,Karachi,4411764.71
karachi,1.16 Crore,"Lakhani Fantasia, Scheme 33",2.0,2.0,106 Sq. Yd.,LAKHANI FANTASIA 2 BED DD WEST OPEN LEASED FLAT,11600000.0,4.19,Lakhani Fantasia,Scheme 33,2768496.42
karachi,1.65 Crore,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,200 Sq. Yd.,3Bed DDL 200sq Yd Villa FOR SALE. Top Heighted Location Near. Murree Point BTK (Hill View),16500000.0,7.91,Bahria Town - Precinct 11-A,Bahria Town - Precinct 11,2085967.13
karachi,5.35 Crore,"Clifton - Block 9, Clifton",3.0,4.0,247 Sq. Yd.,5 SKY TOWER BY SAWERA | PREMIUM LIVING CURATED BY OK ESTATE & BUILDERS,53500000.0,9.77,Clifton - Block 9,Clifton,5475946.78
karachi,4.1 Crore,"Naya Nazimabad - Block A, Naya Nazimabad",4.0,4.0,120 Sq. Yd.,Buy Your Ideal Prime Location 120 Square Yards House In A Prime Location Of Karachi,41000000.0,4.74,Naya Nazimabad - Block A,Naya Nazimabad,8649789.03
karachi,1.4 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3.0,3.0,125 Sq. Yd.,"3Bed DDL 125sq yd Villa FOR SALE at ALI BLOCK All amenities nearby including MOSQUE, General Store & Parks",14000000.0,4.94,Bahria Town - Ali Block,Bahria Town - Precinct 12,2834008.1
karachi,7.2 Crore,"Askari 6, Malir Cantonment",5.0,5.0,375 Sq. Yd.,Ready To Buy A Prime Location House In Askari 6 Karachi,72000000.0,14.83,Askari 6,Malir Cantonment,4855023.6
karachi,7 Crore,"Askari 6, Malir Cantonment",5.0,6.0,375 Sq. Yd.,House For Sale,70000000.0,14.83,Askari 6,Malir Cantonment,4720161.83
karachi,4.9 Crore,"Garden East, Jamshed Town",3.0,3.0,189 Sq. Yd.,A Prime Location Flat Of 1700 Square Feet In Garden East,49000000.0,7.47,Garden East,Jamshed Town,6559571.62
karachi,12.3 Crore,"Gulistan-e-Zafar, Jamshed Town",5.0,6.0,200 Sq. Yd.,Beautiful House Is Available For Sale In Gulistan E Zafar,123000000.0,7.91,Gulistan-e-Zafar,Jamshed Town,15549936.79
karachi,1.95 Crore,"DHA City - Sector 3, DHA City Karachi",3.0,3.0,200 Sq. Yd.,Luxury Living Awaits at Gevora Hills DHA City Karachi,19500000.0,7.91,DHA City - Sector 3,DHA City Karachi,2465233.88
karachi,20 Crore,"DHA Phase 2, DHA Defence",6.0,6.0,800 Sq. Yd.,800 YARDS BANGALOW FOR SALE,200000000.0,31.63,DHA Phase 2,DHA Defence,6323110.97
karachi,11 Crore,"DHA Phase 5, DHA Defence",5.0,6.0,500 Sq. Yd.,500 YARDS BANGALOW FOR SALE 23 STREET OFF KHAYABAN E BADBAN,110000000.0,19.77,DHA Phase 5,DHA Defence,5563985.84
karachi,5.7 Crore,"Askari 6, Malir Cantonment",4.0,4.0,266 Sq. Yd.,Prime Location Affordable House For Sale In Askari 6,57000000.0,10.52,Askari 6,Malir Cantonment,5418250.95
karachi,78 Lakh,"Bahria Heights, Bahria Town Karachi",2.0,2.0,122 Sq. Yd.,"1100 Sq Ft 2BHK Apartment For Sale in TOWER-A Bahria Heights, Bahria Town Karachi Ready to Move | All Amenities Nearby Including Parks, Mosques & Shopping Gallery.",7800000.0,4.82,Bahria Heights,Bahria Town Karachi,1618257.26
karachi,3 Crore,"University Road, Karachi",4.0,4.0,150 Sq. Yd.,Luxurious 150 Sq Yds House For Sale in ZEHRA NAGAR SOCIETY,30000000.0,5.93,University Road,Karachi,5059021.92
karachi,1.3 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3.0,3.0,125 Sq. Yd.,"3Bed DDL 125sq yd Villa FOR SALE at ALI BLOCK All amenities nearby including MOSQUE, General Store & Parks",13000000.0,4.94,Bahria Town - Ali Block,Bahria Town - Precinct 12,2631578.95
karachi,9 Crore,"Bahria Town - Precinct 7, Bahria Town Karachi",4.0,5.0,"1,000 Sq. Yd.","1000sq yd Luxury Villa with Designer Kitchen, Washroom and Elevation. Ready to Move",90000000.0,39.54,Bahria Town - Precinct 7,Bahria Town Karachi,2276176.02
karachi,1.8 Crore,"Bahria Sports City, Bahria Town Karachi",4.0,4.0,350 Sq. Yd.,350sq Yd 4Bed DDL Sports Villas With 100sq Yd BackYard LAWN At LOWEST RATE Of MARKET,18000000.0,13.84,Bahria Sports City,Bahria Town Karachi,1300578.03
karachi,82 Lakh,"Bahria Heights, Bahria Town Karachi",2.0,2.0,122 Sq. Yd.,"READY TO MOVE 1100sq ft 2Bed Lounge Flat Available FOR SALE in Bahria Heights in TOWER A, H & G (Ready to Move)",8200000.0,4.82,Bahria Heights,Bahria Town Karachi,1701244.81
karachi,5 Crore,"Gulshan-e-Maymar, Gadap Town",5.0,7.0,400 Sq. Yd.,House Available For Sale,50000000.0,15.81,Gulshan-e-Maymar,Gadap Town,3162555.34
karachi,3 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,167 Sq. Yd.,Flat For Sale Corner & West Open,30000000.0,6.6,Bahadurabad,Gulshan-e-Iqbal Town,4545454.55
karachi,3.25 Crore,"Gulshan-e-Maymar, Gadap Town",6.0,6.0,240 Sq. Yd.,CORNER HOUSE GROUND Plus One New Zero Meter SECTOR Z,32500000.0,9.49,Gulshan-e-Maymar,Gadap Town,3424657.53
karachi,25 Lakh,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",1.0,1.0,39 Sq. Yd.,"One Bed Lounge, Rs. 24 Lec",2500000.0,1.54,Gulistan-e-Jauhar - Block 17,Gulistan-e-Jauhar,1623376.62
karachi,65 Lakh,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",3.0,3.0,139 Sq. Yd.,3 Bed Dd Flat For Sale At Rs. 65 Lac,6500000.0,5.5,Gulistan-e-Jauhar - Block 17,Gulistan-e-Jauhar,1181818.18
karachi,18 Lakh,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",1.0,1.0,39 Sq. Yd.,Flat In Gulistan-E-Jauhar - Block 18 Sized 350 Square Feet Is Available,1800000.0,1.54,Gulistan-e-Jauhar - Block 18,Gulistan-e-Jauhar,1168831.17
karachi,55 Lakh,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",2.0,2.0,72 Sq. Yd.,Flat For Sell HUNAID CITY,5500000.0,2.85,Gulistan-e-Jauhar - Block 17,Gulistan-e-Jauhar,1929824.56
karachi,72 Lakh,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",3.0,3.0,150 Sq. Yd.,Ground Floor Flat 3 Bed Dd 72 Lec,7200000.0,5.93,Gulistan-e-Jauhar - Block 17,Gulistan-e-Jauhar,1214165.26
karachi,7 Crore,"Askari 6, Malir Cantonment",5.0,6.0,375 Sq. Yd.,BRAND NEW HOUSE FOR SALE,70000000.0,14.83,Askari 6,Malir Cantonment,4720161.83
karachi,6.75 Crore,"Askari 6, Malir Cantonment",3.0,3.0,250 Sq. Yd.,Villa for Sale in Askari 6 Available on Installments,67500000.0,9.88,Askari 6,Malir Cantonment,6831983.81
karachi,6.1 Crore,"Askari 6, Malir Cantonment",5.0,5.0,300 Sq. Yd.,Elegant 5-Bedroom House For Sale In Askari 6,61000000.0,11.86,Askari 6,Malir Cantonment,5143338.95
karachi,6.5 Crore,"Askari 6, Malir Cantonment",5.0,5.0,300 Sq. Yd.,Stunning 5-Bedroom House For Sale,65000000.0,11.86,Askari 6,Malir Cantonment,5480607.08
karachi,7.4 Crore,"Askari 6, Malir Cantonment",5.0,5.0,375 Sq. Yd.,HOT DEAL Owner Wants Immediate Sale Grab Before Its Gone!,74000000.0,14.83,Askari 6,Malir Cantonment,4989885.37
karachi,4.7 Crore,"DHA Phase 7 Extension, DHA Defence",4.0,4.0,100 Sq. Yd.,100 yards West Open Architect-designed in Phase-7 Ext,47000000.0,3.95,DHA Phase 7 Extension,DHA Defence,11898734.18
karachi,4 Crore,"Meerut Society, Scheme 33",3.0,3.0,240 Sq. Yd.,240 Sq. Yd House For Sale In Meerut Society Sector 9A Karachi,40000000.0,9.49,Meerut Society,Scheme 33,4214963.12
