city,price,location,beds,baths,size,title,price_pkr,size_marla,neighbourhood,area,price_per_marla
islamabad,1.62 Crore,"G-11, Islamabad",2.0,2.0,3.1 Marla,Brand New Renovated Flat For Sale,16200000.000000002,3.1,G-11,Islamabad,5225806.45
islamabad,1.55 Crore,"Oleander Sector - Block A, DHA Valley - Oleander Sector",3.0,3.0,8 Marla,8 MARLA DHA HOME OLEANDER A BLOCK,15500000.0,8.0,Oleander Sector - Block A,DHA Valley - Oleander Sector,1937500.0
islamabad,22 Crore,"I-8, Islamabad",6.0,6.0,1.2 Kanal,Stunning 60x90 Double Storey House For Sale In I-8,220000000.0,24.0,I-8,Islamabad,9166666.67
islamabad,17.5 Crore,"I-8/4, I-8",9.0,6.0,1.2 Kanal,Park Facing Double Storey old House For Sale In I-8/4,175000000.0,24.0,I-8/4,I-8,7291666.67
islamabad,26 Crore,"F-10/2, F-10",7.0,7.0,1.4 Kanal,F-10/2 677 Sq. Yd House For Sale At Good Location,260000000.0,28.0,F-10/2,F-10,9285714.29
islamabad,1.48 Crore,"Bani Gala, Islamabad",3.0,4.0,5 Marla,5 Marla 1.5 Storey House For Sale Bani Gala,14800000.0,5.0,Bani Gala,Islamabad,2960000.0
islamabad,3.05 Crore,"River Garden, Islamabad",4.0,6.0,8 Marla,8 Marla Double Storey House Available For Sale,30500000.0,8.0,River Garden,Islamabad,3812500.0
islamabad,2.75 Crore,"F-17/2, F-17",4.0,4.0,8 Marla,F 17/2 For Sale House,27500000.0,8.0,F-17/2,F-17,3437500.0
islamabad,3.1 Crore,"Askari Heights 5, DHA Defence Phase 5",4.0,5.0,12.9 Marla,4 Bedroom Apartment Available For Sale,31000000.0,12.9,Askari Heights 5,DHA Defence Phase 5,2403100.78
islamabad,90 Lakh,"DHA Defence Phase 2, DHA Defence",2.0,2.0,4.4 Marla,Flat For Sale DHA Phase 2,9000000.0,4.4,DHA Defence Phase 2,DHA Defence,2045454.55
islamabad,65 Crore,"F-8, Islamabad",7.0,6.0,6 Kanal,Beautiful Luxurious House Available For Sale In F- 8 Islamabad. | 7 Bedrooms | Top Off Location. Low Price.,650000000.0,120.0,F-8,Islamabad,5416666.67
islamabad,17.9 Crore,"G-13, Islamabad",7.0,7.0,1 Kanal,50*90 1 Kanal Corner Brand-New House For Sale In G-13 Islamabad,179000000.0,20.0,G-13,Islamabad,8950000.0
islamabad,52 Lakh,"Koral Town, Islamabad",2.0,2.0,2.8 Marla,2.5 Marla Single Story House for Sale,5200000.0,2.8,Koral Town,Islamabad,1857142.86
islamabad,5.5 Crore,"Eighteen, Kashmir Highway",5.0,5.0,10 Marla,Half Kanal Luxury Villa For Sale in Eighteen Islamabad,55000000.0,10.0,Eighteen,Kashmir Highway,5500000.0
islamabad,45 Lakh,"MPCHS - Block D, MPCHS - Multi Gardens",1.0,1.0,1.8 Marla,1 Bed Flat REHNE MANSION D block available for sale,4500000.0,1.8,MPCHS - Block D,MPCHS - Multi Gardens,2500000.0
islamabad,6.6 Crore,"DHA Phase 2 - Sector G, DHA Defence Phase 2",5.0,6.0,1 Kanal,Get Your One Kanal House on Installments in Prime Location Of DHA ISLAMABAD,66000000.0,20.0,DHA Phase 2 - Sector G,DHA Defence Phase 2,3300000.0
islamabad,6.6 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,One Kanal House Available on Installments In DHA Islamabad,66000000.0,20.0,DHA Defence Phase 2,DHA Defence,3300000.0
islamabad,6.6 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,Get Your One Kanal House On Installments In Prime Location Of DHA ISLAMABAD,66000000.0,20.0,DHA Defence Phase 2,DHA Defence,3300000.0
islamabad,6.6 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,Get your Own One Kanal House on Installment in DHA Phase 2 Islamabad,66000000.0,20.0,DHA Defence Phase 2,DHA Defence,3300000.0
islamabad,8.55 Crore,"G-13, Islamabad",7.0,7.0,10.9 Marla,"G-13 Brand New 272 Yds Architect Design Double Storey House 6 Master Bedrooms Attached Stylish Bathrooms Two Drawing Dining Two TV Lounge Two American Style Kitchen , Store Sqtr HUGE LUSH GREEN LAWN 3 Car Parking Space Reasonable Price",85500000.0,10.9,G-13,Islamabad,7844036.7
islamabad,13 Crore,"G-13, Islamabad",6.0,7.0,14.2 Marla,"G-13 , Brand New Size 356 YDS Architect Design Double Storey House 6 Master Bedrooms Attached Stylish 6 Bathrooms 2 D/D 2 Tv Lounge, American Style Kitchen , Reasonable Price",130000000.0,14.2,G-13,Islamabad,9154929.58
